"","hh_ID","ind_ID","female","age","trip_ID","trip_distance","trip_time","trip_main_mode","weight_trip","trip_purpose"
"1672",30176,1473,0,66,2,5.262,60,"Metro",716.40146,0
"1673",30181,15381,1,61,1,2.658,30,"Car",804.359417,0
"1674",30181,15381,1,61,2,2.658,20,"Car",804.359417,0
"1675",30181,15381,1,61,3,1.742,25,"Car",804.359417,0
"1676",30181,15381,1,61,4,1.742,30,"Car",804.359417,0
"1677",30181,15381,1,61,5,1.823,20,"Metro",716.40146,0
"1678",30181,15381,1,61,6,1.823,15,"Metro",716.40146,0
"1679",30184,15007,0,65,1,1.283,10,"Walk",804.359417,1
"1680",30184,15007,0,65,2,1.283,10,"Walk",804.359417,1
"1682",30189,1039,1,40,1,1.226,30,"Walk",804.359417,1
"1683",30189,1039,1,40,2,1.226,25,"Walk",804.359417,1
"1684",30189,1039,1,40,3,0.832,20,"Walk",804.359417,0
"1685",30189,1039,1,40,4,0.832,15,"Walk",804.359417,0
"1686",30189,1039,1,40,5,0.832,15,"Walk",804.359417,0
"1687",30189,1039,1,40,6,0.832,30,"Walk",804.359417,0
"1688",30189,1039,1,40,7,0.944,40,"Walk",804.359417,0
"1689",30189,1039,1,40,8,0.944,40,"Walk",804.359417,0
"1690",30189,1040,0,8,1,0.832,20,"Walk",804.359417,0
"1691",30189,1040,0,8,2,0.832,30,"Walk",804.359417,0
"1692",30189,1041,1,6,1,0.832,20,"Walk",804.359417,0
"1693",30189,1041,1,6,2,0.832,30,"Walk",804.359417,0
"1694",30189,1042,1,20,1,0.082,5,"Walk",804.359417,1
"1695",30189,1042,1,20,2,0.052,5,"Walk",804.359417,0
"1696",30189,1042,1,20,3,0.044,5,"Walk",804.359417,0
"1697",30189,1042,1,20,4,0.729,10,"Walk",804.359417,0
"1698",30189,1042,1,20,5,0.729,10,"Walk",804.359417,0
"1700",30193,4406,1,69,1,2.788,30,"Metro",716.40146,0
"1701",30193,4406,1,69,2,2.788,30,"Metro",716.40146,0
"1702",30193,4407,1,36,1,7.45,40,"Car",804.359417,1
"1703",30193,4407,1,36,2,7.45,40,"Car",804.359417,1
"1704",30588,18678,0,51,1,3.694,30,"Car",804.359417,1
"1705",30588,18678,0,51,2,1.669,20,"Car",804.359417,1
"1706",30588,18678,0,51,3,3.529,30,"Car",804.359417,1
"1707",30588,18679,1,36,1,8.511,50,"Omnibus",804.359417,1
"1708",30588,18679,1,36,2,8.511,45,"Omnibus",804.359417,1
"1709",30588,18680,0,17,1,3.529,25,"Omnibus",804.359417,0
"1710",30588,18680,0,17,2,3.529,25,"Omnibus",804.359417,0
"1711",30588,18681,0,6,1,0.345,7,"Walk",804.359417,0
"1712",30588,18681,0,6,2,0.345,7,"Walk",804.359417,0
"1716",30592,6229,0,75,1,2.56,20,"Metro",716.40146,0
"1717",30592,6229,0,75,2,2.56,20,"Metro",716.40146,0
"1719",30598,17420,1,59,1,0.593,10,"Walk",804.359417,0
"1720",30598,17420,1,59,2,0.593,10,"Walk",804.359417,0
"1721",30602,15017,1,80,1,2.565,15,"Car",804.359417,0
"1722",30602,15017,1,80,2,2.565,15,"Car",804.359417,0
"1723",35824,17355,1,46,1,3.298,75,"Omnibus",804.359417,1
"1724",35824,17355,1,46,2,3.298,50,"Omnibus",804.359417,1
"1725",35824,17356,0,27,1,0.74,3,"Motorcycle",804.359417,1
"1726",35824,17356,0,27,2,0.74,3,"Motorcycle",804.359417,1
"1729",35925,16738,1,21,1,0.814,10,"Walk",804.359417,1
"1730",35925,16738,1,21,2,0.814,10,"Walk",804.359417,1
"1731",35950,14451,0,38,1,1.208,15,"Metro",716.40146,0
"1732",35950,14451,0,38,2,1.208,15,"Metro",716.40146,0
"1734",35952,18470,1,58,1,2.502,15,"Metro",716.40146,0
"1735",35952,18470,1,58,2,2.502,15,"Metro",716.40146,0
"1736",35952,18471,1,35,1,3.205,45,"Omnibus",804.359417,1
"1737",35952,18471,1,35,2,3.205,90,"Omnibus",804.359417,1
"1738",35978,23167,0,25,1,24.013,60,"Car",804.359417,1
"1739",35978,23167,0,25,2,24.013,95,"Car",804.359417,1
"1740",35978,23168,0,23,1,8.58,60,"Omnibus",804.359417,1
"1741",35978,23168,0,23,2,8.58,45,"Omnibus",804.359417,1
"1742",35978,23169,0,24,1,38.236,45,"Metro",716.40146,1
"1743",35978,23169,0,24,2,38.236,55,"Metro",716.40146,1
"1744",35978,23170,0,23,1,2.078,40,"Metro",716.40146,1
"1745",35978,23170,0,23,2,2.078,65,"Metro",716.40146,1
"1746",36005,18308,0,38,1,1.291,12,"Walk",804.359417,1
"1747",36005,18308,0,38,2,1.291,15,"Walk",804.359417,1
"1751",36009,17410,1,30,1,0.101,5,"Walk",804.359417,1
"1752",36009,17410,1,30,2,0.101,5,"Walk",804.359417,1
"1753",36009,17410,1,30,3,0.101,5,"Walk",804.359417,1
"1754",36009,17410,1,30,4,0.101,5,"Walk",804.359417,1
"1756",36033,23726,0,22,1,0.937,20,"Walk",804.359417,0
"1757",36033,23726,0,22,2,0.937,20,"Walk",804.359417,0
"1761",36115,19132,0,67,1,3.332,30,"Car",804.359417,1
"1762",36115,19132,0,67,2,3.332,30,"Car",804.359417,1
"1764",36172,15010,1,71,1,0.659,15,"Walk",804.359417,0
"1765",36172,15010,1,71,2,0.659,15,"Walk",804.359417,0
"1766",36226,18657,0,63,1,6.976,30,"Car",804.359417,1
"1767",36226,18657,0,63,2,6.976,60,"Car",804.359417,1
"1768",36226,18658,1,52,1,17.068,20,"Walk",804.359417,1
"1769",36226,18658,1,52,2,17.068,10,"Taxi",804.359417,1
"1770",36226,18659,1,11,1,2.432,43,"Bus",804.359417,0
"1771",36226,18659,1,11,2,2.432,90,"Bus",804.359417,0
"1773",36254,24081,1,65,1,0.617,15,"Walk",804.359417,0
"1774",36254,24081,1,65,2,0.617,15,"Walk",804.359417,0
"1775",36389,14757,1,52,1,4.359,30,"Car",804.359417,0
"1776",36389,14757,1,52,2,4.359,30,"Car",804.359417,0
"1779",36390,18643,0,47,1,0.605,15,"Car",804.359417,0
"1780",36390,18643,0,47,2,0.605,15,"Car",804.359417,0
"1781",36390,18643,0,47,3,1.865,15,"Car",804.359417,1
"1782",36390,18643,0,47,4,10.372,25,"Car",804.359417,1
"1783",36390,18643,0,47,5,11.828,40,"Car",804.359417,1
"1784",36390,18644,1,50,1,1.865,15,"Car",804.359417,1
"1785",36390,18644,1,50,2,1.865,35,"Omnibus",804.359417,1
"1786",36390,18645,0,12,1,0.605,15,"Car",804.359417,0
"1787",36390,18645,0,12,2,0.605,45,"Bus",804.359417,0
"1788",30622,12929,1,39,1,1.456,30,"Car",804.359417,1
"1789",30622,12929,1,39,2,0.26,10,"Walk",804.359417,0
"1790",30622,12929,1,39,3,0.26,15,"Walk",804.359417,1
"1791",30622,12929,1,39,4,0.416,10,"Car",804.359417,0
"1792",30622,12929,1,39,5,1.658,20,"Car",804.359417,0
"1794",36500,18668,1,56,1,2.086,10,"Car",804.359417,0
"1795",36500,18668,1,56,2,1.435,60,"Car",804.359417,1
"1796",36500,18668,1,56,3,0.709,45,"Car",804.359417,1
"1797",36500,18668,1,56,4,3.561,15,"Car",804.359417,0
"1798",36500,18668,1,56,5,3.561,15,"Car",804.359417,0
"1799",36500,18669,1,17,1,2.086,10,"Car",804.359417,0
"1800",36500,18669,1,17,2,8.839,50,"Metro",716.40146,0
"1801",36500,18669,1,17,3,7.866,45,"Metro",716.40146,0
"1802",36932,25268,0,51,1,8.279,40,"Omnibus",1084.125385,1
"1803",36932,25268,0,51,2,8.279,90,"Omnibus",1084.125385,1
"1805",36934,13787,1,48,1,10.795,45,"Omnibus",1084.125385,1
"1806",36934,13787,1,48,2,0.821,22,"Walk",1084.125385,1
"1807",36934,13787,1,48,3,11.555,65,"Omnibus",1084.125385,1
"1808",36934,13788,1,31,1,10.686,165,"Car",1084.125385,0
"1809",36934,13788,1,31,2,1.226,20,"Car",1084.125385,0
"1810",36934,13788,1,31,3,10.106,150,"Car",1084.125385,1
"1811",36934,13788,1,31,4,0.847,35,"Car",1084.125385,0
"1812",36934,13788,1,31,5,0.443,10,"Car",1084.125385,0
"1813",36934,13788,1,31,6,0.83,15,"Car",1084.125385,0
"1814",36934,13789,0,21,1,3.533,20,"Car",1084.125385,0
"1815",36934,13789,0,21,2,3.533,20,"Car",1084.125385,0
"1816",36934,13790,0,15,1,26.374,3,"Walk",1084.125385,0
"1817",36934,13790,0,15,2,26.374,3,"Walk",1084.125385,0
"1818",36935,8027,0,34,1,7.281,40,"Car",1084.125385,1
"1819",36935,8027,0,34,2,7.281,40,"Car",1084.125385,1
"1820",36935,8028,1,30,1,7.281,40,"Car",1084.125385,1
"1821",36935,8028,1,30,2,7.281,40,"Car",1084.125385,1
"1823",36936,7384,0,58,1,5.435,40,"Car",1084.125385,1
"1824",36936,7384,0,58,2,5.435,20,"Car",1084.125385,1
"1825",36936,7384,0,58,3,5.435,20,"Car",1084.125385,1
"1826",36936,7384,0,58,4,5.435,75,"Car",1084.125385,1
"1827",36936,7385,1,48,1,9.824,60,"Car",1084.125385,0
"1828",36936,7385,1,48,2,11.234,80,"Car",1084.125385,0
"1829",36936,7385,1,48,3,3.037,69,"Car",1084.125385,0
"1830",36936,7386,1,11,1,9.824,60,"Car",1084.125385,0
"1831",36936,7386,1,11,2,11.234,80,"Car",1084.125385,0
"1832",36936,7386,1,11,3,3.037,69,"Car",1084.125385,0
"1835",36937,1783,0,75,1,2.378,15,"Car",1084.125385,1
"1836",36937,1783,0,75,2,2.378,15,"Car",1084.125385,1
"1837",36938,7605,1,62,1,5.86,30,"Omnibus",1084.125385,0
"1838",36938,7605,1,62,2,5.86,75,"Omnibus",1084.125385,0
"1840",36939,1668,1,48,1,11.658,60,"Omnibus",1084.125385,1
"1841",36939,1668,1,48,2,11.658,150,"Omnibus",1084.125385,1
"1843",36940,8022,1,61,1,0.452,10,"Car",1084.125385,0
"1844",36940,8022,1,61,2,0.452,10,"Car",1084.125385,0
"1845",36940,8023,0,27,1,8.743,90,"Car",1084.125385,1
"1846",36940,8023,0,27,2,8.743,60,"Car",1084.125385,1
"1850",36942,1672,1,38,1,11.983,50,"Metro",965.574583,1
"1851",36942,1672,1,38,2,0.547,15,"Walk",1084.125385,0
"1852",36942,1672,1,38,3,0.547,15,"Walk",1084.125385,1
"1853",36942,1672,1,38,4,11.983,70,"Metro",965.574583,1
"1854",36943,4332,0,55,1,8.872,90,"Omnibus",1084.125385,1
"1855",36943,4332,0,55,2,0.819,7,"Walk",1084.125385,0
"1856",36943,4332,0,55,3,0.819,10,"Walk",1084.125385,1
"1857",36943,4332,0,55,4,8.872,90,"Omnibus",1084.125385,1
"1860",36943,4335,1,24,1,12.355,60,"Car",1084.125385,1
"1861",36943,4335,1,24,2,0.001,5,"Walk",1084.125385,0
"1862",36943,4335,1,24,3,0.001,10,"Walk",1084.125385,1
"1863",36943,4335,1,24,4,12.355,90,"Car",1084.125385,0
"1864",36946,1683,0,30,1,3.521,30,"Motorcycle",1084.125385,1
"1865",36946,1683,0,30,2,3.521,20,"Motorcycle",1084.125385,1
"1866",36946,1683,0,30,3,3.521,20,"Motorcycle",1084.125385,1
"1867",36946,1683,0,30,4,3.521,20,"Motorcycle",1084.125385,1
"1868",36946,1683,0,30,5,10.125,30,"Motorcycle",1084.125385,0
"1869",36946,1683,0,30,6,10.125,30,"Motorcycle",1084.125385,0
"1870",36946,1684,1,26,1,0.518,5,"Car",1084.125385,0
"1871",36946,1684,1,26,2,0.518,5,"Car",1084.125385,0
"1872",36946,1684,1,26,3,0.518,5,"Car",1084.125385,0
"1873",36946,1684,1,26,4,0.518,8,"Car",1084.125385,0
"1874",36946,1685,0,8,1,0.518,5,"Car",1084.125385,0
"1875",36946,1685,0,8,2,0.518,8,"Car",1084.125385,0
"1877",36947,6425,0,61,1,4.913,25,"Car",1084.125385,0
"1878",36947,6425,0,61,2,4.913,30,"Car",1084.125385,0
"1881",36951,13985,0,48,1,11.155,90,"Car",1084.125385,1
"1882",36951,13985,0,48,2,11.155,120,"Car",1084.125385,1
"1884",36951,13987,0,28,1,9.238,60,"Car",1084.125385,1
"1885",36951,13987,0,28,2,9.238,120,"Car",1084.125385,1
"1886",36951,13988,1,6,1,0.571,30,"Bus",1084.125385,0
"1887",36951,13988,1,6,2,0.571,30,"Bus",1084.125385,0
"1889",36951,13990,0,12,1,2.126,30,"Bus",1084.125385,0
"1890",36951,13990,0,12,2,2.126,35,"Bus",1084.125385,0
"1891",36951,13991,0,8,1,2.126,30,"Bus",1084.125385,0
"1892",36951,13991,0,8,2,2.126,30,"Bus",1084.125385,0
"1894",36953,6437,0,30,1,2.307,45,"Omnibus",1084.125385,1
"1895",36953,6437,0,30,2,2.307,60,"Omnibus",1084.125385,1
"1897",36957,1677,1,47,1,2.743,45,"Omnibus",1084.125385,1
"1898",36957,1677,1,47,2,2.743,90,"Omnibus",1084.125385,1
"1899",36957,1678,0,26,1,14.139,150,"Omnibus",1084.125385,1
"1900",36957,1678,0,26,2,14.139,135,"Omnibus",1084.125385,1
"1901",36957,1679,1,21,1,6.736,50,"Omnibus",1084.125385,0
"1902",36957,1679,1,21,2,6.736,50,"Omnibus",1084.125385,0
"1904",36957,1681,0,4,1,0.21,15,"Walk",1084.125385,0
"1905",36957,1681,0,4,2,0.21,15,"Walk",1084.125385,0
"1906",36957,1682,0,2,1,0.21,15,"Walk",1084.125385,0
"1907",36957,1682,0,2,2,0.21,15,"Walk",1084.125385,0
"1908",36959,1673,0,27,1,7.566,30,"Omnibus",1084.125385,1
"1909",36959,1673,0,27,2,7.566,50,"Omnibus",1084.125385,1
"1910",36959,1674,1,23,1,1.127,30,"Walk",1084.125385,1
"1911",36959,1674,1,23,2,1.127,30,"Walk",1084.125385,1
"1913",36963,5863,1,14,1,1.792,70,"Bus",1084.125385,0
"1914",36963,5863,1,14,2,1.792,30,"Bus",1084.125385,0
"1915",36963,5864,1,10,1,31.677,39,"Bus",1084.125385,0
"1916",36963,5864,1,10,2,31.677,40,"Bus",1084.125385,0
"1917",36964,5677,1,61,1,0.051,5,"Walk",1084.125385,1
"1918",36964,5677,1,61,2,0.051,5,"Walk",1084.125385,1
"1920",36965,20702,0,72,1,2.13,40,"Omnibus",1084.125385,1
"1921",36965,20702,0,72,2,2.13,40,"Omnibus",1084.125385,1
"1922",36965,20702,0,72,3,2.13,40,"Omnibus",1084.125385,1
"1923",36965,20702,0,72,4,2.13,50,"Omnibus",1084.125385,1
"1926",36965,20705,1,27,1,20.924,150,"Car",1084.125385,1
"1927",36965,20705,1,27,2,0.2,15,"Walk",1084.125385,0
"1928",36965,20705,1,27,3,0.2,10,"Walk",1084.125385,1
"1929",36965,20705,1,27,4,17.288,40,"Car",1084.125385,0
"1930",36965,20705,1,27,5,11.89,65,"Car",1084.125385,0
"1931",36966,20719,0,42,1,20.57,125,"Metro",965.574583,1
"1932",36966,20719,0,42,2,20.57,200,"Metro",965.574583,0
"1933",36966,20720,1,30,1,5.898,30,"Omnibus",1084.125385,0
"1934",36966,20720,1,30,2,5.898,60,"Omnibus",1084.125385,0
"1937",36969,1687,0,43,1,15.758,80,"Metro",965.574583,1
"1938",36969,1687,0,43,2,0.25,5,"Walk",1084.125385,0
"1939",36969,1687,0,43,3,0.25,15,"Walk",1084.125385,1
"1940",36969,1687,0,43,4,15.758,84,"Metro",965.574583,1
"1943",36969,1690,0,10,1,1.058,10,"Walk",1084.125385,0
"1944",36969,1690,0,10,2,1.058,10,"Walk",1084.125385,0
"1945",36969,1691,1,7,1,1.058,10,"Walk",1084.125385,0
"1946",36969,1691,1,7,2,1.058,10,"Walk",1084.125385,0
"1948",36971,1651,1,31,1,10.617,110,"Omnibus",1084.125385,1
"1949",36971,1651,1,31,2,10.617,70,"Omnibus",1084.125385,1
"1950",36971,1652,1,11,1,0.256,10,"Walk",1084.125385,0
"1951",36971,1652,1,11,2,0.256,10,"Walk",1084.125385,0
"1952",37069,6815,1,37,1,12.018,150,"Omnibus",1084.125385,1
"1953",37069,6815,1,37,2,12.018,90,"Omnibus",1084.125385,1
"1955",37070,24079,0,11,1,1.439,10,"Bus",1084.125385,0
"1956",37070,24079,0,11,2,1.439,10,"Bus",1084.125385,0
"1957",37071,6076,1,56,1,0.654,15,"Walk",1084.125385,1
"1958",37071,6076,1,56,2,0.654,45,"Walk",1084.125385,1
"1959",37071,6077,0,21,1,9.789,80,"Omnibus",1084.125385,1
"1960",37071,6077,0,21,2,9.789,75,"Omnibus",1084.125385,1
"1961",37071,6078,0,14,1,0.821,20,"Walk",1084.125385,0
"1962",37071,6078,0,14,2,0.821,70,"Walk",1084.125385,0
"1963",37072,10704,0,61,1,8.493,90,"Omnibus",1084.125385,1
"1964",37072,10704,0,61,2,8.493,135,"Omnibus",1084.125385,1
"1966",37073,6794,0,57,1,7.003,60,"Car",1084.125385,1
"1967",37073,6794,0,57,2,7.003,75,"Car",1084.125385,1
"1969",37076,6841,0,32,1,11.916,40,"Car",1084.125385,1
"1971",37076,6843,0,13,1,2.604,45,"Bus",1084.125385,0
"1972",37076,6843,0,13,2,2.604,50,"Bus",1084.125385,0
"1973",37076,6844,1,12,1,2.604,45,"Bus",1084.125385,0
"1974",37076,6844,1,12,2,2.604,50,"Bus",1084.125385,0
"1975",37077,20167,1,22,1,6.618,85,"Omnibus",1084.125385,0
"1976",37077,20167,1,22,2,7.007,50,"Omnibus",1084.125385,0
"1977",37077,20167,1,22,3,13.201,170,"Omnibus",1084.125385,0
"1978",37077,20167,1,22,4,9.666,90,"Omnibus",1084.125385,0
"1979",37077,20167,1,22,5,9.666,100,"Omnibus",1084.125385,0
"1980",37077,20168,0,25,1,4.76,120,"Omnibus",1084.125385,1
"1981",37077,20168,0,25,2,2.055,60,"Walk",1084.125385,0
"1982",37077,20168,0,25,3,6.73,90,"Omnibus",1084.125385,0
"1983",37077,20169,0,3,1,0.863,15,"Bus",1084.125385,0
"1984",37077,20169,0,3,2,0.863,30,"Bus",1084.125385,0
"1985",37077,20170,0,2,1,3.726,15,"Walk",1084.125385,0
"1986",37077,20170,0,2,2,3.726,20,"Walk",1084.125385,0
"1987",37077,24818,0,29,1,3.269,40,"Motorcycle",1084.125385,1
"1988",37077,24818,0,29,2,6.39,10,"Motorcycle",1084.125385,1
"1989",37077,24818,0,29,3,6.39,10,"Motorcycle",1084.125385,1
"1990",37077,24818,0,29,4,3.269,40,"Motorcycle",1084.125385,1
"1991",37077,24819,1,35,1,3.269,40,"Motorcycle",1084.125385,1
"1992",37077,24819,1,35,2,3.269,40,"Motorcycle",1084.125385,1
"1993",37077,24820,1,7,1,2.541,45,"Bus",1084.125385,0
"1994",37077,24820,1,7,2,2.541,30,"Bus",1084.125385,0
"1995",37077,24821,1,5,1,1.195,60,"Bus",1084.125385,0
"1996",37077,24821,1,5,2,1.195,60,"Bus",1084.125385,0
"1999",48745,18454,1,25,1,5.522,25,"Car",1084.125385,1
"2000",48745,18454,1,25,2,5.522,40,"Car",1084.125385,1
"2002",48747,20838,1,61,1,0.248,10,"Walk",1084.125385,0
"2003",48747,20838,1,61,2,0.248,15,"Walk",1084.125385,0
"2004",48747,20839,1,34,1,22.81,90,"Tram",1099.334198,1
"2005",48747,20839,1,34,2,24.454,90,"Tram",1099.334198,0
"2006",48747,20839,1,34,3,2.704,60,"Omnibus",1084.125385,0
"2007",48747,20840,0,7,1,1.494,40,"Bus",1084.125385,0
"2008",48747,20840,0,7,2,1.494,60,"Bus",1084.125385,0
"2009",48747,20841,1,4,1,1.214,25,"Bus",1084.125385,0
"2010",48747,20841,1,4,2,1.214,35,"Bus",1084.125385,0
"2011",48747,20842,0,2,1,0.248,10,"Walk",1084.125385,0
"2012",48747,20842,0,2,2,0.248,15,"Walk",1084.125385,0
"2014",48776,24668,0,57,1,5.538,40,"Omnibus",1084.125385,1
"2015",48776,24668,0,57,2,5.538,30,"Omnibus",1084.125385,1
"2016",48832,15178,0,36,1,0.782,35,"Walk",1084.125385,1
"2017",48832,15178,0,36,2,0.782,25,"Walk",1084.125385,1
"2018",48832,15179,1,33,1,3.397,50,"Omnibus",1084.125385,0
"2019",48832,15179,1,33,2,3.397,30,"Omnibus",1084.125385,0
"2020",48832,15179,1,33,3,2.118,20,"Minibus/van",1084.125385,0
"2021",48832,15179,1,33,4,2.118,20,"Minibus/van",1084.125385,0
"2024",48833,24076,0,56,1,17.968,165,"Omnibus",1084.125385,1
"2025",48833,24076,0,56,2,17.968,180,"Omnibus",1084.125385,1
"2027",48917,11433,0,51,1,28.357,45,"Car",1084.125385,1
"2028",48917,11433,0,51,2,28.357,45,"Car",1084.125385,1
"2029",48917,11434,1,45,1,1.146,5,"Car",1084.125385,0
"2030",48917,11434,1,45,2,3.221,15,"Car",1084.125385,1
"2031",48917,11434,1,45,3,4.367,15,"Car",1084.125385,1
"2032",48917,11434,1,45,4,1.635,20,"Car",1084.125385,0
"2033",48917,11434,1,45,5,1.635,20,"Car",1084.125385,0
"2034",48917,11434,1,45,6,1.635,15,"Car",1084.125385,0
"2035",48917,11434,1,45,7,1.635,15,"Car",1084.125385,0
"2036",48917,11435,1,14,1,1.146,5,"Car",1084.125385,0
"2037",48917,11435,1,14,2,1.146,50,"Bus",1084.125385,0
"2038",48917,11435,1,14,3,1.635,20,"Car",1084.125385,0
"2039",48917,11435,1,14,4,1.635,15,"Car",1084.125385,0
"2041",49058,10478,0,36,1,4.273,30,"Car",1084.125385,1
"2042",49058,10478,0,36,2,4.273,30,"Car",1084.125385,1
"2043",49058,10479,0,7,1,1.559,50,"Bus",1084.125385,0
"2044",49058,10479,0,7,2,1.559,40,"Bus",1084.125385,0
"2048",38105,24100,0,32,1,3.145,25,"Omnibus",1084.125385,1
"2049",38105,24100,0,32,2,3.145,20,"Omnibus",1084.125385,1
"2050",38219,14389,1,41,1,9.172,50,"Omnibus",1084.125385,1
"2051",38219,14389,1,41,2,9.172,60,"Omnibus",1084.125385,1
"2053",38219,14391,1,15,1,2.575,30,"Omnibus",1084.125385,0
"2054",38219,14391,1,15,2,2.575,40,"Omnibus",1084.125385,0
"2055",38219,14392,0,9,1,1.126,65,"Bus",1084.125385,0
"2056",38219,14392,0,9,2,1.126,120,"Bus",1084.125385,0
"2057",38275,24614,0,50,1,9.861,90,"Omnibus",1084.125385,1
"2058",38275,24614,0,50,2,9.861,90,"Omnibus",1084.125385,1
"2059",38275,24615,1,45,1,13.665,70,"Metro",965.574583,1
"2060",38275,24615,1,45,2,13.665,90,"Metro",965.574583,1
"2061",38275,24616,1,22,1,9.101,110,"Omnibus",1084.125385,1
"2062",38275,24616,1,22,2,9.101,90,"Omnibus",1084.125385,1
"2065",36977,7585,1,62,1,3.361,30,"Omnibus",1084.125385,0
"2066",36977,7585,1,62,2,3.361,30,"Omnibus",1084.125385,0
"2067",36980,20126,0,55,1,8.066,30,"Car",1084.125385,0
"2068",36980,20126,0,55,2,8.066,50,"Car",1084.125385,0
"2071",36988,14003,0,82,1,2.951,15,"Motorcycle",1084.125385,1
"2072",36988,14003,0,82,2,2.951,25,"Motorcycle",1084.125385,1
"2073",36988,14004,1,32,1,6.208,120,"Omnibus",1084.125385,1
"2074",36988,14004,1,32,2,6.208,110,"Omnibus",1084.125385,1
"2075",36988,14005,0,12,1,0.613,15,"Walk",1084.125385,0
"2076",36988,14005,0,12,2,0.613,10,"Walk",1084.125385,0
"2077",36990,7984,0,35,1,2.916,30,"Car",1084.125385,0
"2078",36990,7984,0,35,2,1.117,30,"Car",1084.125385,0
"2079",36990,7984,0,35,3,8.566,30,"Car",1084.125385,1
"2080",36990,7984,0,35,4,7.674,30,"Car",1084.125385,0
"2081",36990,7984,0,35,5,2.916,60,"Car",1084.125385,0
"2082",36990,7985,1,40,1,2.916,30,"Car",1084.125385,0
"2083",36990,7985,1,40,2,8.345,10,"Tram",1099.334198,1
"2084",36990,7985,1,40,3,8.345,30,"Tram",1099.334198,0
"2085",36990,7985,1,40,4,2.916,60,"Car",1084.125385,0
"2086",36990,7986,1,4,1,2.916,30,"Car",1084.125385,0
"2087",36990,7986,1,4,2,2.916,60,"Car",1084.125385,0
"2088",37086,13607,0,41,1,0.764,10,"Car",1084.125385,0
"2089",37086,13607,0,41,2,0.764,10,"Car",1084.125385,0
"2090",37086,13607,0,41,3,5.89,40,"Car",1084.125385,1
"2091",37086,13607,0,41,4,5.89,40,"Car",1084.125385,1
"2092",37086,13608,1,27,1,11.252,60,"Metro",965.574583,1
"2093",37086,13608,1,27,2,11.252,70,"Metro",965.574583,1
"2094",37089,23152,0,44,1,1.815,20,"Car",1084.125385,1
"2095",37089,23152,0,44,2,1.255,10,"Car",1084.125385,0
"2096",37089,23152,0,44,3,12.971,15,"Car",1084.125385,1
"2097",37089,23152,0,44,4,25.952,170,"Car",1084.125385,1
"2098",37089,23152,0,44,5,17.82,57,"Car",1084.125385,1
"2099",37089,23153,1,44,1,1.815,20,"Car",1084.125385,1
"2100",37089,23153,1,44,2,0.652,35,"Walk",1084.125385,0
"2101",37089,23153,1,44,3,2.467,10,"Car",1084.125385,0
"2102",37089,23154,0,16,1,1.815,20,"Car",1084.125385,1
"2103",37089,23154,0,16,2,1.255,9,"Car",1084.125385,0
"2104",37089,23154,0,16,3,3.036,20,"Omnibus",1084.125385,0
"2105",37090,23118,1,20,1,0.098,35,"Walk",1084.125385,0
"2106",37090,23118,1,20,2,0.098,20,"Walk",1084.125385,0
"2110",38360,24633,0,53,1,6.82,120,"Car",1084.125385,1
"2111",38360,24633,0,53,2,6.82,120,"Car",1084.125385,1
"2112",38360,24634,1,48,1,6.82,120,"Car",1084.125385,1
"2113",38360,24634,1,48,2,6.82,120,"Car",1084.125385,1
"2114",38360,24635,0,22,1,6.82,120,"Car",1084.125385,1
"2115",38360,24635,0,22,2,6.82,120,"Car",1084.125385,1
"2116",38443,10293,0,57,1,8.552,50,"Car",1084.125385,1
"2117",38443,10293,0,57,2,6.505,30,"Car",1084.125385,1
"2118",38443,10293,0,57,3,6.505,30,"Car",1084.125385,1
"2119",38443,10293,0,57,4,8.552,60,"Car",1084.125385,1
"2120",38443,19910,1,52,1,4.811,75,"Omnibus",1084.125385,0
"2121",38443,19910,1,52,2,5.089,30,"Omnibus",1084.125385,0
"2122",38443,19910,1,52,3,0.278,10,"Walk",1084.125385,0
"2123",38443,19911,1,25,1,8.552,50,"Car",1084.125385,1
"2124",38443,19911,1,25,2,8.552,60,"Car",1084.125385,1
"2126",38471,13611,1,44,1,6.717,30,"Omnibus",1084.125385,1
"2127",38471,13611,1,44,2,6.717,40,"Omnibus",1084.125385,1
"2129",38585,23134,1,47,1,17.431,90,"Car",1084.125385,1
"2130",38585,23134,1,47,2,0.583,5,"Walk",1084.125385,0
"2131",38585,23134,1,47,3,0.583,10,"Walk",1084.125385,1
"2132",38585,23134,1,47,4,17.431,60,"Car",1084.125385,1
"2133",38585,23135,0,47,1,2.856,30,"Car",1084.125385,1
"2134",38585,23135,0,47,2,2.856,15,"Car",1084.125385,1
"2135",38585,23135,0,47,3,2.856,15,"Car",1084.125385,1
"2136",38585,23135,0,47,4,2.856,20,"Car",1084.125385,1
"2137",38585,23135,0,47,5,1.263,10,"Car",1084.125385,0
"2138",38585,23135,0,47,6,1.263,20,"Car",1084.125385,0
"2139",38585,23136,0,17,1,0.56,5,"Car",1084.125385,0
"2140",38585,23136,0,17,2,0.56,15,"Walk",1084.125385,0
"2141",38585,23137,0,15,1,10.808,50,"Metro",965.574583,0
"2142",38585,23137,0,15,2,10.808,40,"Metro",965.574583,0
"2143",38704,26818,0,54,1,14.604,60,"Car",1084.125385,1
"2144",38704,26818,0,54,2,14.604,60,"Car",1084.125385,1
"2145",38704,26819,1,51,1,1.758,30,"Car",1084.125385,1
